pct_wild_mouse,screen_height,pct_input,pct_scrandom,pct_scroll_move,pct_click_product_info,wild_mouse_duration,total_load_time,pct_click,screen_width,pct_doubleclick,product_ean,pct_mouse_move,user_id,session_id,pct_scroll_move_duration,scroll_move_total_rel_distance,page_activity_duration,mouse_move_total_rel_distance,browser_name,pct_rage_click,session_duration,pct_mouse_click,job,race,age
65.73579,2,2.63409,32.18136,51.78728,58.8004,16.41018,1.30631,18.59527,2,14.16922,277532679879,17.56609,24,1456618,16.7842,16.1325,14.98451,17.55472,5,52.43474,97.88857,15.71225,3,1,60
71.41707,4,9.62874,40.86802,52.31727,30.5502,17.68878,3.28856,17.83272,1,16.00366,690814423203,19.82285,2171,948515,15.03473,16.15796,17.65001,14.24777,3,64.54654,38.14747,11.92487,3,1,60
41.51313,6,0.66,87.74336,47.84841,54.00002,15.09541,0.52119,17.10758,6,13.45857,4394871112549,18.21612,718,226486,16.98489,10.17245,16.43721,17.39772,5,51.34821,195.21663,11.11642,119,1,60
53.76878,1,3.89845,53.92928,47.51815,41.99304,16.79434,3.61701,16.49402,1,13.27006,7026464779583,15.41472,2146,204415,20.48863,4.49347,14.41944,17.36236,1,52.25698,143.49643,11.1017,3,1,60
64.18646,2,7.48698,48.43316,50.4116,63.80535,17.43911,1.13899,18.76714,4,14.72917,7789718401790,18.22431,388,272706,14.13868,20.07062,15.68904,19.05177,4,46.75836,209.27485,15.92262,3,5,60
61.92278,3,14.33802,44.91123,56.92249,50.69994,18.08474,5.6969,19.84408,1,15.55961,7090181827162,15.45823,518,1301223,15.44406,15.40878,19.00185,20.29114,6,46.19275,117.95936,12.35724,3,1,60
65.83854,5,1.08854,60.40993,45.37681,50.73087,15.5599,7.4431,19.71624,3,15.34042,2670982641195,15.59858,1914,1020980,14.26562,19.36679,16.07966,20.02906,2,41.52226,245.64443,15.67265,187,1,38
53.81959,2,0.18837,55.90019,28.86094,35.83583,14.04343,0.76654,15.8081,6,14.15641,1162917751839,18.40348,439,1002942,19.61113,11.53693,16.57369,16.85478,5,46.97132,155.62699,15.19018,196,1,39
47.87479,5,0.6991,32.17755,41.10482,54.65303,15.14784,2.08463,17.79088,5,14.11993,790648196240,18.47489,804,735389,13.44976,18.56473,15.86628,17.1199,1,75.587,231.85962,15.30929,259,1,38
46.06242,4,12.00769,49.84424,65.62123,37.30115,17.90825,1.7114,21.13998,5,14.19137,2896445271284,15.21647,1954,373657,12.83,19.06813,16.84101,18.58495,1,74.96528,146.9673,14.69571,3,1,60
62.65585,2,0.69018,52.33426,33.00834,56.35242,15.13616,4.80721,15.88033,2,15.85814,8721894948316,15.78813,2379,194963,17.29467,10.11769,18.22627,15.04531,5,59.2112,144.0371,12.1186,3,1,60
39.93489,1,1.95941,47.12464,34.36134,48.00992,16.12246,2.89416,19.04593,3,16.83793,610182693466,15.78267,2245,18303,15.2559,17.57968,16.41092,16.92423,4,36.7093,28.48989,14.22404,36,1,60
52.17137,5,11.9292,30.61458,54.80388,43.61214,17.90174,2.7524,18.96234,5,15.84487,5796667276616,15.02354,1075,797559,15.17791,15.98945,15.16711,17.93441,4,66.93919,86.88853,13.9097,3,1,60
66.50303,6,3.05042,39.33616,35.78143,52.72411,16.5536,5.04072,17.9725,4,15.77442,878471577792,18.50243,1144,1024601,13.47158,20.9904,15.91179,18.09973,5,43.97563,57.66742,15.82449,3,1,60
50.98299,6,0.89933,53.76324,61.05556,64.76115,15.38074,5.6984,18.30377,4,14.69669,4970009888526,17.99576,1830,158208,17.53776,15.46259,16.85015,19.48447,4,85.85928,55.93828,14.68432,3,1,60
44.75183,5,7.81669,42.5607,29.77459,50.21887,17.48182,0.89605,14.72038,4,13.90509,2664411788322,17.22908,1973,122439,16.39527,11.43664,16.6205,12.46951,4,45.76187,237.95004,15.01026,3,1,94
33.53782,4,0.95488,43.36722,46.61978,46.27569,15.43679,4.18657,19.92726,3,12.90509,9271408158728,16.08362,1053,1185882,13.61652,19.24187,15.26865,19.20495,5,56.45891,156.71475,17.05898,3,1,60
55.09822,4,0.3009,48.06525,69.06419,44.85967,14.41145,2.08683,18.34644,1,16.45116,7254845408719,19.49449,741,1309467,17.22569,18.78281,16.01244,17.44056,5,51.04756,213.3699,15.3814,3,1,110
69.01222,6,3.6299,36.52649,49.50133,62.35792,16.72423,3.15858,18.64671,4,14.71917,8382148453699,15.78179,975,1216184,17.67769,14.54458,17.19118,17.17478,4,26.03378,38.13208,15.65645,3,1,60
33.01274,2,1.28507,42.72118,49.2961,55.39944,15.71733,5.19051,17.8457,5,14.91667,5875890899639,15.39772,203,114271,18.31369,11.17004,16.17943,18.14999,6,54.27139,106.81796,13.22228,3,1,60
40.15309,2,0.63401,45.31255,56.21625,59.16083,15.05878,3.68553,19.38656,2,15.09965,5669755919453,14.35707,1764,705731,12.428,20.16992,14.22477,15.63601,4,42.27279,87.49219,17.14013,57,3,84
50.84325,1,4.02466,58.68034,23.27286,39.14431,16.82572,3.45798,17.11014,1,16.72122,2305331027749,18.82843,1013,970763,13.54506,21.07938,15.74574,17.78643,4,67.15028,149.09633,15.52028,3,1,60
32.47286,4,3.69387,63.11648,38.65061,54.86586,16.74138,4.97601,18.77197,3,13.92475,6336664930877,14.756,1220,1401893,16.45836,13.89728,16.25259,19.51719,4,59.481,158.97071,14.84673,400,3,60
57.3941,3,1.85099,88.73191,55.96114,50.43236,16.06745,3.2983,17.21293,2,14.22409,8913562780148,13.34429,291,391981,15.86809,10.76993,16.14581,19.95022,4,35.63945,99.0928,12.89601,3,1,60
44.26873,4,2.43876,40.34359,44.29834,42.1541,16.33499,1.00887,17.60493,5,13.01843,6012064842988,19.09457,1786,563094,18.75808,12.35726,16.43586,19.41347,6,58.36723,260.4649,14.00516,312,1,60
49.52815,5,5.4827,39.44179,28.65934,43.72732,17.13068,3.04406,19.93209,6,14.35817,6607491981722,13.57445,854,751080,13.64569,16.45819,15.55903,18.6552,4,58.69248,283.90552,14.66472,28,1,37
47.07027,3,4.85616,42.08189,53.164,50.02938,17.01082,4.04893,18.39063,3,13.06415,1040382434054,12.68052,1421,678819,13.80626,13.57151,16.74888,18.68861,5,52.86489,236.39437,14.94131,30,1,70
54.67449,2,0.54572,59.62929,56.54718,44.59121,14.92383,7.26603,18.13052,5,16.02325,4420492508673,18.18348,1339,123184,17.06447,14.35462,17.58215,16.15381,4,75.81903,114.97848,12.44684,3,1,60
45.99321,2,1.42286,48.44953,39.88235,30.84078,15.81449,1.85572,20.32143,6,15.07723,4687821933074,14.56396,2129,581647,14.92239,15.08997,15.80865,21.23495,5,46.3943,124.95665,12.12856,3,1,17
53.3416,5,0.92912,65.4312,40.93677,40.01164,15.41119,4.39009,16.74184,3,15.2799,6560420343735,15.30196,1140,1001266,16.00636,13.09753,15.10083,17.54994,4,36.28011,113.8152,13.80719,3,1,60
48.59393,4,3.99826,58.94448,59.57983,60.13495,16.81926,1.87604,18.09494,2,13.02154,3446124256911,16.65393,2221,804105,17.9036,13.36425,17.09642,20.1124,4,46.08596,283.99968,15.5303,3,1,62
58.13528,6,0.18818,65.71891,52.77003,54.07405,14.04248,4.5153,13.48066,1,14.53409,7746729001272,19.31249,1545,1321398,18.79137,10.93796,18.46366,15.26843,3,48.82095,184.05815,14.89571,325,2,54
52.61084,5,9.75309,29.34415,43.00894,54.43152,17.70154,3.49836,18.87249,4,13.78028,2369185026242,15.3427,190,368516,12.7116,18.0105,14.52024,16.69567,4,50.69192,190.50476,15.94119,3,1,60
62.67407,1,2.40848,41.6009,50.41956,44.04975,16.32285,4.96783,18.7219,7,12.83974,7831240246490,17.66356,2263,1055365,16.27975,16.42485,16.28387,19.19683,4,61.46191,184.06113,16.39167,190,2,57
56.07765,4,2.91063,44.27801,69.76479,64.26495,16.50769,13.21849,18.56371,1,15.7609,1923634005748,15.48054,154,1117377,17.25459,13.34634,16.37312,19.58279,3,58.07469,142.90048,12.76728,3,1,60
65.37462,2,6.16188,55.85808,37.58351,57.00048,17.24616,3.73425,16.8122,1,14.84046,3079901140198,18.38064,2057,882635,19.99913,9.95739,14.89731,16.30654,2,58.68034,177.40375,12.56885,114,1,60
39.00881,2,1.10695,54.69301,49.05439,34.36897,15.57565,3.32201,19.29323,7,14.11839,2867439613588,16.62563,2194,1169583,14.10127,18.40447,16.47874,18.43119,4,46.81494,130.57855,15.65837,3,1,60
42.29497,1,4.59596,38.13734,40.0963,68.58777,16.95649,3.10147,14.42328,2,15.87258,938165629951,19.85042,2340,363343,16.4584,15.6587,16.97773,13.74504,4,59.04779,149.75175,15.53407,3,1,60
54.32189,2,0.01703,46.50282,34.43974,44.53511,12.9131,2.46597,17.70187,5,14.06957,124360134370,13.59048,741,72548,14.63858,13.52521,16.00069,18.52191,6,72.43031,121.69259,14.53759,3,1,110
61.86977,5,12.22263,45.37762,52.72201,59.4743,17.92587,1.35427,18.92923,1,16.68809,1116625704830,17.35417,2257,689839,15.32011,17.98995,15.74682,17.52693,5,44.27238,121.01523,13.68154,3,1,88
82.06721,3,1.63097,50.64177,39.61582,35.47631,15.94536,6.34376,17.2899,2,11.75861,6611786077830,17.13832,2108,170514,16.46312,10.21637,17.34638,19.06097,5,51.68501,238.99761,12.70347,41,1,98
60.4968,4,3.62284,53.94053,64.07168,54.83252,16.72228,0.73335,15.3376,1,11.74942,5006398194906,19.28485,597,769781,17.90304,9.16281,14.35581,14.95247,6,59.81937,240.11244,13.70486,24,1,112
42.99408,2,4.19618,47.99473,30.40827,55.12803,16.86685,5.14733,16.88429,5,12.28743,9690522881983,13.43184,1639,735535,12.88509,14.25016,17.0793,17.12558,2,51.93453,139.90909,16.52402,412,4,60
23.16867,3,9.56253,39.33821,25.79196,57.07683,17.68192,1.08671,16.62879,6,13.25679,8065439226515,18.23871,1393,1414795,18.7526,10.0937,15.9474,19.72917,4,45.75615,245.797,12.71588,156,1,92
43.07947,4,4.04893,59.17777,30.39839,38.95499,16.83165,12.87337,17.11795,4,16.12352,3501474469951,18.78774,2326,342913,17.06525,13.90657,16.75656,18.32403,2,59.92935,213.62654,11.77417,3,1,100
59.12012,5,2.56283,56.12335,36.07092,55.54154,16.38339,4.69533,19.5373,3,16.41651,7871048186864,17.30752,311,956442,16.43643,20.93388,16.14823,18.21787,7,56.20602,137.91553,17.45359,3,1,60
34.88016,5,2.51368,54.08349,50.89955,71.15438,16.3645,0.58017,11.69201,5,17.43867,2060566046612,22.89774,1744,189291,16.85492,20.64551,17.61134,13.15306,6,42.29241,204.37702,19.50363,3,3,103
47.90657,5,2.85289,77.97153,37.72056,37.04239,16.4881,4.40457,18.79012,3,14.95269,6936657035116,13.31049,1908,1354816,14.9021,14.44059,16.51491,18.75923,6,58.69257,152.29373,14.15796,3,1,60
51.32016,6,2.39797,45.73721,37.90725,20.08934,16.31858,2.89519,16.2293,1,11.8546,9694344738074,19.10342,1026,938413,19.59355,7.10463,17.60376,19.61089,4,52.34018,82.64741,11.48527,3,1,60
60.03743,4,6.70301,37.30151,50.99021,46.27904,17.3295,8.07025,16.7315,4,17.16596,5054576519546,18.46669,710,1104011,12.7458,23.22374,15.6659,18.84032,2,39.38145,206.93189,16.91458,227,1,25
42.48588,6,0.66079,57.44679,48.87388,58.30534,15.09643,5.68469,18.18426,5,13.64036,6168528763525,14.05993,1824,727637,12.88281,16.55969,15.14932,17.29116,1,33.80955,107.43423,16.07021,308,1,60
64.69498,2,1.36782,46.11069,63.72057,33.07385,15.77671,1.80798,17.42934,2,13.56332,1154656297778,21.99725,2049,1287371,17.76777,18.22232,16.81578,18.28749,5,62.97519,184.20899,16.90715,378,3,54
49.34388,5,9.91688,37.19163,67.30298,52.79654,17.71808,3.37895,17.72793,3,14.0124,170694275678,16.31319,530,1212825,14.04704,16.34991,16.94104,18.16081,4,67.58616,173.08394,15.06619,3,1,60
78.11056,2,6.33776,41.71707,32.16672,36.41748,17.27399,3.65054,15.06335,4,15.80006,608679759269,18.46482,1130,685081,16.5877,11.05497,13.96215,17.05431,5,66.75255,205.24883,10.77676,3,2,60
51.98299,2,2.32148,33.46051,27.05604,48.62113,16.28703,7.41527,19.42334,3,11.37261,7612226450762,18.84714,607,199950,13.86699,17.932,16.00511,18.38611,4,62.18506,157.62933,16.01056,3,1,60
51.79438,3,3.82548,30.56565,53.30414,58.19608,16.77582,7.48341,17.68727,6,14.22323,3014304867020,17.06682,1657,1329440,11.93002,22.01612,16.74408,18.91909,5,51.66973,69.094,18.14968,289,1,59
41.94221,5,4.17878,51.67271,49.95938,49.90825,16.86271,5.74415,17.8401,1,14.25514,4132389610870,15.13066,1201,1422170,18.64513,11.31629,18.96395,19.72115,7,52.02425,91.21521,14.21775,3,1,60
57.60562,5,0.22998,34.87576,49.34101,31.8992,14.19516,10.47545,15.47815,3,16.5983,6372580094620,19.53957,2308,364607,14.25331,17.03001,16.35576,16.04521,5,36.81642,210.38647,13.17109,326,1,60
33.64733,5,2.15273,65.68676,48.34898,36.30678,16.2137,0.4281,16.44356,1,14.47267,5909548427797,15.11501,2098,424047,14.31143,14.85506,16.8097,16.50301,5,57.17061,133.27416,15.4885,26,1,60
46.72109,3,0.43553,34.68179,42.27636,58.82998,14.72438,3.87086,20.68018,3,13.32229,4022760183102,17.70946,2226,559689,13.61679,20.20165,17.14668,17.4799,1,52.63509,59.62,16.22811,3,1,12
46.65611,5,0.95388,35.51385,25.63815,47.16826,15.43591,3.93008,14.40657,5,16.7062,9104743204198,15.95747,123,981956,17.83515,10.70946,15.57024,14.50497,5,61.88997,130.56768,13.49102,3,1,60
39.81362,2,4.12276,46.51265,66.93829,45.34675,16.84941,3.01832,18.30914,5,16.44833,52934711811,19.59659,1403,1389819,17.86693,18.69911,17.25528,16.15204,5,44.77547,165.6795,16.09789,3,1,60
37.93469,4,0.82267,47.73358,54.60015,37.13753,15.29772,1.66501,16.01875,1,14.20559,2890132828638,16.54127,238,78086,17.07744,10.24043,13.97602,14.76721,6,38.00709,121.36494,13.11498,3,1,60
52.93168,3,0.75059,47.94501,8.24703,36.89677,15.21323,3.49036,13.55254,6,15.85982,4014352296130,19.43072,631,1209789,17.87361,14.03354,17.2384,14.90856,5,36.1535,141.18731,15.87845,3,1,98
59.55412,2,8.37814,56.47657,40.94095,47.04343,17.55064,8.96457,16.5334,3,16.94128,2848579000179,20.95716,175,1328268,15.04177,18.56002,17.75019,16.88998,4,53.5345,206.32447,13.11548,3,1,2
26.54107,1,1.22165,47.16946,56.38689,33.6216,15.66912,8.8056,18.93925,3,12.51686,9186355259490,17.19688,2262,129470,14.33319,16.18224,16.87178,17.93962,6,64.51035,144.09683,15.12805,3,1,11
61.14099,4,2.59937,59.98735,54.44958,39.05303,16.3972,8.63162,17.0407,5,12.71663,4407853387023,16.12864,1590,207039,19.91715,9.49574,18.27698,18.58257,2,58.75565,121.4935,15.15007,3,1,60
51.0455,5,3.10636,46.31499,39.99598,56.93391,16.57149,1.50366,19.66946,3,14.84679,8647245882408,14.78404,335,462311,13.41694,17.96838,15.69193,18.01675,1,51.68366,283.98016,14.98717,3,1,60
53.79585,2,7.97026,48.44859,58.32572,58.85447,17.50112,3.35837,17.3272,2,11.91908,1792209672285,18.05323,1820,595073,17.79041,13.47212,15.28851,18.32998,4,70.62664,-16.05765,16.58643,3,1,60
40.78816,4,0.22011,47.61955,57.22021,73.67821,14.16152,2.86745,13.46456,3,14.70939,5007441001080,19.61483,527,1059616,18.47261,13.64346,16.282,13.23234,5,70.19415,69.52459,17.45221,3,1,60
46.3511,6,2.80142,31.20414,58.4033,33.22421,16.47028,5.27723,20.862,4,17.90032,5807361529981,17.2909,1734,415566,14.62494,21.29107,19.09989,17.78264,2,70.31249,74.35686,13.76972,3,1,60
44.91106,7,1.58867,64.84991,19.93198,54.22933,15.92025,3.31189,18.91897,1,15.04974,3851706511430,15.4139,113,1155686,14.5408,16.24628,16.44084,18.65425,5,68.6314,87.09843,14.00035,202,1,56
60.58184,1,0.11723,35.88872,68.67226,59.67459,13.71208,5.58176,18.03323,3,12.37507,6278586293497,18.41281,31,413094,14.14797,16.04422,15.51522,17.79997,4,93.47204,163.9098,14.79893,3,1,60
69.28345,5,2.0962,48.62273,59.46088,59.96663,16.18787,0.81461,14.81776,6,15.03976,147473382544,16.35841,1605,822107,19.01339,8.22795,15.77787,14.02518,5,25.85147,49.14427,13.14894,3,1,60
57.28034,3,1.94758,57.02804,46.28724,26.68096,16.11656,2.33222,16.15546,3,11.82262,6498010728542,12.75318,662,602993,14.83353,9.50733,14.60425,19.33646,2,56.92131,141.86707,14.43118,3,1,60
39.80762,3,2.81733,59.25262,42.12422,47.50819,16.47581,3.99792,19.206,6,18.67743,4163935402946,17.90456,109,253218,16.78917,20.65701,16.51182,16.54626,6,58.9607,211.37212,15.3725,3,1,60
45.16303,2,8.91932,24.94898,53.1013,44.69762,17.61278,2.30985,14.235,3,15.06447,920110474594,18.66295,1116,467346,17.63793,12.65713,15.29759,14.78524,1,27.14319,178.57069,15.09406,402,1,60
48.57212,3,25.94089,62.08479,33.69054,52.32611,18.67564,5.70225,16.70795,4,11.98112,2638764414900,17.51578,2368,875371,19.2454,9.26174,16.48225,16.96373,4,37.01503,232.85643,14.61525,3,2,60
38.44499,2,1.79733,51.11592,36.90417,62.81876,16.03895,5.89925,17.89195,2,14.8142,4699885014842,15.43256,1854,873917,14.66526,15.70205,17.60534,17.12721,2,36.28069,78.91614,14.87374,3,1,59
29.35509,3,1.75592,39.42421,59.60013,41.59995,16.01643,10.28551,18.96442,3,16.0421,6195472606615,15.89449,787,1175557,16.56244,16.95636,17.16131,17.46653,5,65.68626,202.23271,15.43332,3,1,60
60.58104,2,1.0396,69.1069,69.30397,42.67446,15.51656,7.04778,18.46628,3,15.47881,889461059488,13.47522,2473,1264685,14.71942,15.40577,17.34243,17.61057,1,51.76297,85.93928,14.83038,3,1,60
32.76016,2,0.32478,59.37386,68.85676,30.42938,14.4743,2.58651,18.05516,5,12.96224,7807637162230,18.25264,642,941065,17.24946,16.34575,17.42032,18.59191,5,43.13691,122.17183,17.27403,3,1,60
66.07999,4,9.51063,48.04951,61.94391,44.40148,17.67654,5.06588,17.5754,5,14.85168,6367708416293,18.36871,1756,1005331,18.94236,13.75554,16.57701,17.36628,7,68.08472,56.26541,14.75142,106,1,94
61.77687,4,1.76356,30.15919,37.90645,42.6001,16.02063,5.98952,18.14851,4,14.8754,6235098764402,16.99109,703,499021,18.71129,14.18193,16.33818,18.14286,4,49.6009,215.20671,15.36434,175,1,60
56.82364,2,2.50699,38.78223,46.79727,52.83799,16.36187,8.65763,18.26001,2,15.24586,1764796606370,15.4515,2291,1484511,18.66088,11.83796,15.66289,16.71526,1,65.37131,170.42741,13.83693,79,1,11
57.81161,2,6.33474,24.43591,50.10218,46.30684,17.27355,2.71614,12.35297,1,16.02835,5543120747165,20.67344,1395,381615,18.39167,14.39687,15.13761,13.38629,4,41.01129,53.29205,16.88619,3,1,18
46.75564,2,2.00762,69.83596,70.09439,73.11627,16.14597,4.3388,17.91564,2,16.02368,5302501813871,17.13515,178,1494625,18.23747,12.37566,13.07166,20.75727,4,63.77288,150.47879,11.43842,3,1,60
55.00493,2,2.29423,83.92456,41.42855,56.05286,16.27555,4.43516,17.03488,3,18.04701,5114189621460,16.71726,1063,1202255,19.9648,11.45476,16.44215,15.92742,7,55.79209,247.6525,11.9838,3,1,60
