pct_wild_mouse	screen_height	pct_input	pct_scrandom	pct_scroll_move	pct_click_product_info	wild_mouse_duration	session_start	total_load_time	pct_click	screen_width	pct_doubleclick	product_ean	pct_mouse_move	user_id	session_id	pct_scroll_move_duration	ack	scroll_move_total_rel_distance	page_activity_duration	mouse_move_total_rel_distance	browser_name	pct_rage_click	session_duration	pct_mouse_click
58.17584	1024	11.24525	50.08613	33.78895	58.79251		2022-11-29 07:44:52	0.20242	13.20689	800	17.61532	4529664171308	18.72843	2420	1375912	16.07602	0.00000	14.74309	16.86302	12.27551	chrome	55.83186	67.35581	14.53395
62.04883	1080	2.45493	59.02417	51.14275	35.15384	16.34144	2022-06-16 11:27:31	3.83298	17.97452	1366	14.75918	2318547586399	20.00191	2047	1368164	16.22539	1.00000	16.50496	17.38163		chrome	47.09349	96.02508	13.34805
49.78336	800	1.82438	33.86400	36.29923		16.05339	2023-03-28 20:24:46	3.56833	18.25155	1366	13.43551	1344274651278	17.30211	1564	617649	17.73958	1.00000	12.33313	15.62742	18.87166	safari	57.53796	135.31270	13.55480
45.74083	768	2.38932	64.08968	49.57940	57.35892	16.31513	2021-05-26 15:32:32	7.15225	16.68139	1366	14.17782	2677467527159	16.23879	1594	1064912	19.75658	0.00000	7.55294	15.94760	15.66027	edge	43.24389	222.82866	12.30882
65.52144	800	1.37029	26.17841	57.34434	51.61967	15.77863	2021-12-25 08:36:37	0.76204	18.85762	800	14.56818	1449400143303	19.98710	1311	977118	14.64406	1.00000	21.20134	18.27273	20.38650	chrome	70.48793	147.87513	16.09213
71.02871	lower	3.25505	31.95717	44.02073	40.75342	16.61722	2019-11-09 09:00:36	2.92999	18.82691	1920	16.92869	8610669707053	15.73675	1446	1004045	16.57057	1.00000	14.77976	16.72552	19.22241	chrome	58.97332	192.37506	12.14585
60.78404	768	1.07096	38.00110	48.72293	63.55489	15.54446	2023-05-28 08:35:42	5.35710	14.76542	1280	13.16387	2358254125825	18.70420	1886	824128	17.27473	0.00000	10.39457	16.09947	15.25533	chrome	36.57121	102.93518	13.79153
52.30083	1024	2.81976	47.64240	29.44898	56.26724	16.47678	2018-09-24 15:17:13	2.70467	12.16299	1024	17.51640	4752703060923	18.67758	1330	740158	18.58428	0.00000	12.71808	17.10366	16.15569	other	66.48449	129.97159	14.84908
47.27267	800	2.27938	32.93328	62.63925	61.51805	16.26924	2019-03-25 03:21:21	4.09809	17.72886	1366	13.97013	4991455519901	15.83409	1989	1093970	13.59050	1.00000	16.86805	17.34639	16.45993	edge	78.46197	98.22028	15.92989
60.45818	lower	8.46377	48.30782	48.91219	50.69486	17.56072	2021-11-08 02:18:12	1.56941	16.79723	1366	13.45078	8242232901164	13.52437	1602	546604	13.83560	1.00000	13.76050	16.35965	17.54425	chrome	49.70851	249.34537	15.62028
34.17935	768	0.93427	38.88989	54.86111	52.23973	15.41648	2021-12-19 00:34:27	3.34089	20.33026	1280	15.19908	1210799120219	17.15067	1288	266357	13.51042	0.00000	22.61387	15.55204	19.04262	firefox	46.47195	294.47777	17.10516
42.20759	1080	0.86278	39.67618	26.41867	60.84845	15.34202	2019-07-03 14:48:59	3.36610	16.63004	1366	14.67629	1658768035872	14.28795	50	687496	15.46286	1.00000	12.71726	15.19961	17.84370	mobile	62.15668	20.27753	14.29024
62.21477	1080	2.71490	55.60653	46.10018	41.10802	16.43964	2021-09-26 13:30:20	11.94604	18.28018	1920	15.02482	9553720911848	19.12808	539	687874	16.17967	1.00000	18.39753	17.72640	18.87703	safari	67.91970	48.01769	15.49049
65.04860	768	2.97884	32.83108	34.39504	65.15923	16.53035	2021-05-19 03:10:55	1.23160	17.75161	1280	13.82291	7492551135455	20.09336	869	833668	19.13114	1.00000	15.74319	15.49390	18.69314	edge	33.95035	188.98309	16.36152
45.92984	higher	4.89562	57.00259	38.40958	43.82632	17.01880	2020-01-09 17:03:23	5.69215	17.03303	1280	10.42156	1794868734908	18.41982	1403	382378	16.94177	0.00000	8.38096	16.32490	16.38833	opera	61.70304	170.95931	12.38843
73.64067	1080	2.47072	68.91237	44.15038	76.79961	16.34775	2020-12-12 09:31:12	3.25719	17.81802	1024	14.61235	4211574167716	13.99050	2478	708471	15.03228	1.00000	13.44312	16.14437	18.92998	chrome	88.00818	107.76065	13.79894
48.63232	1024	2.24944	54.28646	38.30756	63.37936	16.25634	2022-04-10 04:46:37	5.33960	17.23531	lower	12.60919	3236850119099	15.25024	850	673386	18.96550	1.00000	8.16213	17.44797	17.39955	edge	52.20197	203.99442	13.74057
48.67365	600	5.86048	54.74487	55.03967	53.38533	17.19656	2023-07-25 19:51:46	8.80490	16.14200	1280	15.63074	2210958984477	18.85821	2396	620416	14.51985	0.00000	16.78038	16.28562	17.41117	chrome	57.03247	106.43531	13.83334
49.71789	768	2.61911	34.64329	39.46457	58.93349	16.40453	2021-12-11 04:49:52	1.52246	18.98510	1280	14.79760	6677310529442	18.45342	1832	994631	15.17516	0.00000	17.76093	14.58841	17.99505	chrome	72.83296	157.22636	14.27582
47.99729	1080	7.14999	48.75043	44.92157	73.23260	17.39347	2022-04-24 04:59:14	2.19624	13.54158	1024	16.65607	8347213695671	17.98700	518	569824	16.42427	0.00000	14.38736	15.74720	15.31995	chrome	59.20851	53.54653	15.10427
78.24875	1080	3.37097	46.62547	38.25659	68.90745	16.65158	2021-11-30 14:50:08	5.32365	16.74909	1280	13.32431	5651950427512	13.11628	2096	603274	15.15290	1.00000	11.07492	18.09032	18.92560	firefox	59.09942	188.03647	14.20241
56.29199	lower	0.42354	51.67872	33.27359	40.80243	14.70056	2021-06-26 01:42:39	1.15118	19.96079	lower	15.58315	7297448610028	17.62481	1691	405405	13.73427	0.00000	20.21887	16.58043	15.93746	chrome	63.24880	85.38264	15.00744
53.73264	768	1.96633	45.65287	48.24496	50.14816	16.12597	2020-04-13 13:23:11	4.87013	18.13613	higher	12.85746	4473537696484	14.80256	1987	73304	15.90451	0.00000	11.83734	15.66730	19.58430	edge	60.17528	143.81650	13.71814
61.69115	800	0.84371	43.06851	46.76298	62.79944	15.32103	2023-09-01 07:41:59	6.00775	17.57634	1366	13.80501	6159923990371	16.42452	2293	1063749	15.85897	0.00000	13.43291	16.18832	19.35876	chrome	57.46499	59.07847	13.67713
28.77928	800	0.56379	39.73465	51.81994	32.77703	14.95316	2021-06-25 14:21:43	5.16844	17.86356	higher	13.62926	7659166349923	17.94442	1745	735015	13.51025	0.00000	19.36047	15.66368	19.09195	firefox	77.25911	160.32635	16.61141
44.07874	768	3.72387	55.42931	34.67059	71.80140	16.74931	2021-10-25 06:29:59	7.24471	17.84522	1366	13.91548	2229401102689	15.97200	1958	1388409	17.88678	1.00000	11.40348	16.49712	18.87893	chrome	52.02318	120.30110	13.51811
72.99311	800	4.28047	88.78312	57.62507	57.54383	16.88639	2023-03-01 13:13:58	4.84348	18.18273	1280	14.31002	5577889750470	13.88120	607	727692	15.93221	1.00000	11.78353	14.56861	20.01743	edge	48.34564	232.66414	12.77119
56.68196	768	5.29257	41.23050	36.45080	62.63405	17.09582	2020-05-27 02:28:58	1.66674	17.82641	1280	14.36133	6938383409759	21.23360	284	170280	17.41382	1.00000	17.76242	17.30981	18.04512	chrome	43.10773	242.02297	15.60485
61.61787	800	3.19567	54.23836	43.40892	49.77256	16.59919	2018-11-18 14:45:19	4.32294	17.29441	1920	12.41129	6289341605479	17.25428	62	254865	18.49375	1.00000	11.17267	16.52389	18.23213	safari	64.69482	157.45171	14.96590
52.07791	1080	0.52287	48.98847	44.39032	55.37905	14.88573	2019-02-27 16:05:59	3.99388	18.81862	lower	15.52907	7912767015704	20.00314	231	632896	16.51554	1.00000	19.83904	15.40673	17.77297	edge	53.53276	123.94329	15.96161
49.83838	1024	4.42828	46.92598	52.74217	72.53378	16.91988	2019-09-01 02:21:29	4.71386	11.82206	1280	16.42165	8857614243529	20.59470	641	589424	16.76438	0.00000	16.39071	17.20230	13.21056	chrome	58.77271	173.98862	17.58731
50.22318	higher	0.31098	55.96619	49.08212	44.57490	14.43822	2021-10-20 14:36:40	1.56135	13.46777	1280	13.25055	6074517978859	18.40399	40	965752	18.02065	0.00000	10.50131	17.65263	15.05299	edge	42.02565	65.74935	15.74996
54.02934	800	1.15147	72.66627	39.93468	39.52220	15.61301	2022-09-25 16:01:16	5.60168	13.87457	1366	14.93836	8205931633514	17.91755	218	973269	17.38610	0.00000	12.98350	17.49972	14.15926	chrome	50.62915	123.09363	16.27990
54.89895	768	0.51666	57.31636	36.68581	58.05867	14.87503	2019-01-01 01:25:15	5.99978	18.31938	1024	15.33691	7406339303837	15.34057	1703	454149	17.48508	1.00000	13.28552	16.70275	18.71085	edge	35.24333	149.98035	13.80869
54.08853	800	2.16320	55.69265	38.91987	43.66860	16.21838	2023-02-14 16:13:54	7.83061	15.46090	1920	12.27532	6788907695751	13.13139	1691	1079984	14.69477	0.00000	10.24267	17.02896	17.53322	chrome	49.51179	82.06981	15.24221
34.32944	lower	0.48532	52.55259	54.02491	42.19115	14.81977	2022-05-14 21:07:26	3.68680	17.51420	lower	15.94846	5752340021454	16.05631	19	251713	16.75480	1.00000	13.25428	13.15896	18.87407	edge	51.90534	218.60312	12.56194
53.95204	1080	1.62591	70.44014	39.14685	55.17142	15.94233	2019-07-16 23:04:19	9.71753	19.74992	800	16.31805	7180616129203	15.38497	915	294330	14.37623	1.00000	18.46371	16.80405	17.22266	chrome	64.89976	103.75069	14.55513
60.38987	768	0.50368	31.02567	35.86221	39.78646	14.85234	2022-09-21 15:47:23	3.23050	17.51625	1920	12.88903	7393206065038	19.58312	1442	1415940	14.67456	0.00000	14.60218	16.12306	16.14869	edge	67.55696	74.45861	13.14429
53.92541	800	5.94116	50.97360	45.12181	56.70653	17.21007	2019-05-26 10:35:45	3.94561	18.37926	1920	14.19088	6054160835174	18.05015	713	285060	15.63130	0.00000	15.56968	14.53024	18.27999	mobile	45.73197	190.21901	13.72365
62.06132	800	6.74188	29.17420	35.04071	39.67424	17.33520	2023-06-26 14:56:30	2.83423	15.03170	1280	15.74900	7005669520121	18.50377	1152	227145	18.07226	0.00000	12.58180	15.66916	13.58185	edge	31.75255	151.97363	14.47110
43.47083	768	1.04698	49.26235	50.12175	57.97625	15.52335	2019-03-15 10:52:57	1.26016	20.34813	1920	16.17924	9480039737152	19.88668	1179	155324	14.39151	0.00000	21.04755	14.62036	15.28090	edge	50.15388	196.67005	14.05535
31.77540	800	2.47165	26.37794	36.94949	42.38809	16.34804	2021-09-24 02:41:21	1.87129	17.58757	1280	14.56506	4910904781157	14.98900	532	859865	15.67545	1.00000	13.28151	17.92310	18.26325	edge	62.31356	134.55439	13.84923
54.63018	800	6.01807	71.70694	46.86759	44.80725	17.22281	2019-08-29 00:58:47	2.43742	16.76268	higher	13.34872	3661177093676	14.36967	1942	1119242	13.96378	1.00000	13.83428	16.00758	17.53594	edge	56.65119	91.16450	15.32886
57.92246	800	6.11172	46.54874	38.66098	43.13381	17.23809	2023-07-19 15:46:30	7.73543	15.63737	1280	14.62578	1593157339660	17.15231	1386	359761	15.48961	0.00000	12.71568	15.31105	18.40898	mobile	38.91056	110.25662	12.92526
78.79481	1080	5.63823	42.08074	44.27326	33.15993	17.15834	2019-03-02 09:06:13	1.43631	18.46820	1024	15.46381	2225213561508	18.36684	965	1175605	16.39658	1.00000	17.03878	15.05515	19.66421	edge	49.89137	124.19028	14.08122
40.02578	600	1.00048	52.60783	75.39105	45.15275	15.48052	2020-05-12 05:45:39	3.70677	14.75474	800	13.66358	6081251284634	16.64180	1261	122749	18.83213	0.00000	8.26620	15.71492	15.06814	chrome	73.04060	132.31304	14.03788
50.45336	600	1.19083	63.52657	43.69443	38.18439	15.64494	2020-10-27 02:04:43	1.53697	20.07530	1920	12.59843	1015445670540	13.52174	987	1023076	11.86737	1.00000	17.75512	17.35102	18.51795	chrome	50.55488	141.85949	16.12678
53.83836	1024	5.57976	48.15415	39.40623	30.31253	17.14801	2021-03-27 19:27:05	4.84846	18.47044	1920	15.81644	9156090873855	17.87572	5	607055	17.22462	1.00000	17.73047	15.34187	17.45208	edge	57.28608	288.16909	16.00645
45.92484	600	0.65575	44.20094	68.12380	54.32742	15.08964	2021-10-07 23:22:34	6.75427	18.28129	1280	15.10757	8140980680365	17.21809	1592	1459217	17.07578	1.00000	16.41989	16.34450	18.01220	chrome	60.56652	162.01261	15.73193
68.37285	800	4.06486	54.01075	46.67148	43.73980	16.83553	2019-07-10 01:54:29	3.29181	15.13352	1920	13.83385	0346395464431	16.75116	1349	1029955	14.09835	0.00000	13.95833	15.59744	18.71142	chrome	26.07244	156.76675	14.36884
49.04573	768	3.94980	26.64849	63.36154	55.77282	16.80727	2023-09-20 05:12:34	1.82754	12.49652	1920	19.69887	7613118357480	17.07587	2155	1466307	16.85550	0.00000	15.72781	15.57336	14.72951	mobile	54.33000	162.06669	15.41371
46.62817	768	1.62598	57.77662	48.28555	55.89317	15.94245	2021-05-15 03:39:57	2.58765	16.45430	lower	11.44101	6809881462440	11.24401	1962	1066078	14.21322	1.00000	9.41838	14.84289	19.29574	chrome	49.10087	312.67637	15.03731
51.03159	lower	10.56297	32.52395	29.16172	46.63387	17.78080	2023-03-23 17:26:42	4.93118	19.12317	lower	15.87307	0847542251305	18.24831	1633	805119	14.90668	0.00000	17.57685	17.76911	15.84801	edge	53.17893	73.09123	13.24148
51.72574	768	7.52567	44.45994	13.26304	62.35203	17.44421	2018-12-06 10:10:18	2.09539	18.13906	1280	14.80525	8225352354546	14.68429	1895	1253092	15.60075	1.00000	13.62233	17.73492	18.43140	chrome	48.86318	165.13638	13.65735
31.80853	768	2.46090	69.32115	46.98580	33.10208	16.34385	2021-10-04 15:04:47	2.79748	16.99969	1366	13.14067	9314140221142	19.86176	399	226797	18.78485	1.00000	12.93350	15.88159	18.76580	chrome	64.59369	108.91314	14.54488
22.40985	768	6.01966	53.93017	67.27254	53.90551	17.22306	2022-10-01 10:54:41	1.56628	17.46053	1920	14.32291	5871848299711	17.65025	799	1454574	19.63191	1.00000	11.12170	15.61464	17.92350	other	68.86798	82.19907	13.66880
49.20207	600	3.95991	37.67599	39.15100	40.10831	16.80981	2020-11-11 21:32:43	0.31352	18.78975	1366	13.95939	7174086188273	14.70883	796	273876	13.38196	1.00000	16.68940	15.58874	17.50842	edge	37.16476	105.11265	15.35448
46.08607	1080	1.96968	62.82649	55.36179	48.80354	16.12758	2019-11-10 10:18:43	2.61888	17.31178	1024	13.90475	3650155973567	14.86801	400	1160827	13.61171	1.00000	16.06472	14.70588	16.07491	chrome	43.89989	77.57937	16.28283
69.14644	lower	0.52416	57.93865	48.80104	75.42688	14.88746	2022-08-19 09:35:43	2.22733	13.07724	1920	15.60759	2761646845810	19.56916	490	1167042	19.59773	0.00000	12.50476	14.82727	17.09614	edge	30.92627	119.10856	15.92416
40.97032	1080	1.37849	55.23485	37.39069	58.96547	15.78431	2022-03-03 03:41:30	4.98771	19.25878	1920	14.21602	5230572096810	16.32846	2283	1121185	14.92180	0.00000	17.66048	16.04032	19.87082	chrome	55.73047	-0.24981	15.47913
52.53935	1024	5.51625	53.66473	48.78976	36.70595	17.13668	2019-11-03 20:28:38	1.70322	21.25325	1280	14.04216	9417623456496	15.65297	103	307418	11.44175	1.00000	21.27801	17.46934	18.25200	edge	68.49976	254.61059	15.54646
59.51752	1080	1.15331	59.61305	44.80757	47.62995	15.61458	2021-08-11 08:31:38	2.39059	15.66845	1280	11.55050	4789454827512	18.74667	1490	1132852	20.10050	1.00000	7.49080	16.18294	19.09192	chrome	33.39108	27.85359	13.45038
30.07202	1024	4.71254	63.94252	79.07744	45.12580	16.98116	2019-09-27 08:45:34	1.79156	18.64254	1920	15.51438	8745572300098	16.42315	1572	696169	14.27184	0.00000	17.47670	16.39635	17.00031	edge	52.80275	150.46602	14.38434
58.85965	higher	5.74966	64.57158	45.46608	42.74769	17.17764	2022-12-21 20:04:53	6.21263	14.00229	1280	13.19343	9851921863981	18.98923	806	698548	19.28978	0.00000	10.65089	16.27561	13.55073	edge	59.94143	134.72327	16.58605
63.82786	600	3.76436	53.39805	36.88109	35.31090	16.75992	2023-08-11 08:51:44	0.06586	16.85978	lower	14.42607	2654920038636	18.76830	1827	930246	19.12488	1.00000	11.39935	18.04394	16.75406	other	49.11805	239.44091	13.28086
57.72720	1080	8.41386	63.37405	19.68655	36.99694	17.55487	2022-04-14 20:47:18	2.49885	19.10194	1366	14.19348	7214303690285	17.96852	417	228363	14.69639	0.00000	17.76526	14.59985	17.85397	firefox	41.49810	-9.30661	14.74610
67.92562	768	5.71835	42.13873	64.70245	50.88090	17.17225	2021-12-21 00:20:53	2.61245	18.24030	1920	15.45473	2761682610076	17.54577	1984	405363	16.59817	0.00000	15.58568	16.11588	18.20265	chrome	56.87553	175.80260	13.83550
50.03759	800	1.83613	45.18956	34.06800	47.61595	16.05968	2023-03-14 23:57:34	3.06815	19.09292	higher	15.65551	0544130662047	16.99874	1155	691967	16.01979	1.00000	16.80717	15.31497	18.34485	safari	46.18737	74.26076	14.09190
53.16236	800	0.60358	41.28691	50.42115	48.52311	15.01442	2023-02-23 11:19:27	4.25078	15.06004	1920	14.16264	6684381049724	18.03238	411	1424920	18.30222	0.00000	10.72322	15.24788	14.16182	edge	49.27645	118.23742	14.54731
65.14383	768	4.03045	66.40478	62.32902	60.70320	16.82712	2021-11-07 11:37:15	1.94347	16.86656	1366	15.83605	0561039279534	18.38163	1110	597806	19.23041	1.00000	11.40429	17.54725	18.54726	firefox	44.17293	106.00073	11.87087
39.95796	800	1.77218	43.26213	40.32591	36.37068	16.02545	2020-07-30 00:33:08	2.43361	14.67707	1024	14.90210	1112572031425	17.34559	564	958998	15.97800	0.00000	13.10114	16.35566	12.74536	mobile	53.43185	166.33042	15.25000
45.66185	800	0.70739	45.33556	57.78031	62.79967	15.15857	2020-07-10 21:01:57	2.63882	17.45696	1024	14.84398	6053433725679	18.72860	1283	660363	13.54039	0.00000	18.32658	16.00644	16.37225	firefox	50.60205	236.00071	14.64031
44.02047	1024	0.86021	53.79398	59.13153	45.21530	15.33944	2021-07-29 20:11:47	2.53867	14.67473	1280	13.32465	7584122562569	18.59962	1180	1395549	18.86245	0.00000	10.25177	16.32485	17.49805	mobile	58.07792	62.42916	14.60844
46.94393	1080	0.81326	34.05770	63.91896	55.66093	15.28701	2020-04-08 12:30:35	3.00513	19.68162	800	13.77692	3134057514696	19.58122	980	958581	13.63566	0.00000	19.71392	15.03639	15.74017	chrome	53.17909	70.03826	15.04197
66.51758	600	0.87676	39.05717	42.67975	47.37312	15.35715	2021-01-15 23:04:11	0.35133	15.12577	1024	14.93398	8089554899799	16.36320	769	1091213	18.06967	0.00000	9.82829	16.79509	15.24239	safari	67.83369	204.08537	13.57258
42.70736	768	0.57112	38.78698	42.01812	46.95916	14.96472	2022-07-16 02:14:48	1.72847	17.16119	1024	12.16215	3855704903341	15.52761	1957	822740	19.37155	1.00000	6.31533	17.71669	20.83341	edge	73.46085	213.22411	11.79018
61.34372	800	5.19848	61.15265	60.76009	63.69327	17.07807	2023-05-01 21:30:22	2.33171	13.32765	1920	16.87532	1754515346045	16.87181	647	874677	19.60005	0.00000	9.63726	16.46463	16.68356	mobile	45.40008	199.03318	13.52510
55.97796	768	0.98086	35.80294	31.98353	28.27205	15.46190	2022-04-08 12:34:57	6.87490	18.02906	higher	12.25255	6008940954302	15.82406	1560	1069638	17.27346	1.00000	11.40943	16.08950	19.66052	safari	55.39481	167.62274	14.44786
60.37567	1080	2.27909	44.66078	25.34019	50.18737	16.26906	2020-01-06 08:08:29	15.30507	17.22945	1024	15.39022	3395090243602	14.12975	971	1073069	15.56687	1.00000	13.32066	15.53091	18.64384	mobile	49.30951	151.34289	13.78350
65.01761	lower	0.60882	78.43070	37.09528	59.32064	15.02197	2019-10-23 12:29:46	3.26514	14.68091	1366	13.36549	3712114920033	16.52422	1074	1311097	19.34791	0.00000	5.65474	16.73989	15.52658	chrome	27.20914	203.79595	12.13971
50.71741	1024	1.24220	51.33520	58.57983	60.38678	15.68496	2022-01-17 02:26:55	2.98736	17.09917	1920	13.41183	5212044083054	14.61405	1530	1119600	14.30843	1.00000	13.36505	15.64144	18.31203	chrome	66.82348	70.07207	14.49463
33.21426	1080	1.95034	56.91160	67.70893	74.61526	16.11792	2021-12-11 13:06:15	4.29403	17.64352	1366	13.26980	2369092417447	16.99651	872	664061	18.57374	1.00000	12.71655	16.50090	18.21560	chrome	44.51360	256.74009	15.70189
57.43114	1024	0.19338	33.61711	24.70084	49.58984	14.06243	2023-01-17 02:49:10	4.40708	16.23945	1920	13.17493	0113169984392	20.67175	1530	980974	20.14231	1.00000	11.90985	16.47290	17.64188	firefox	58.67152	183.59431	14.90358
48.65789	1024	1.84247	44.45457	37.37857	47.58769	16.06291	2022-10-18 12:14:04	5.61673	18.03154	1280	14.42822	9765928420422	19.15340	145	1225676	17.77127	1.00000	14.13219	16.20719	18.80350	edge	53.76168	178.04588	13.28952
49.84137	800	1.10666	14.16319	42.36453	55.96504	15.57559	2021-04-24 01:36:52	2.25889	18.62738	1920	13.27754	3369242333596	18.52689	1833	161364	13.91784	0.00000	17.28685	16.56382	16.31798	other	39.63572	239.41277	14.73737
52.26712	lower	0.68681	43.01013	65.70024	36.79473	15.13179	2020-02-16 20:11:21	1.81566	20.47642	1366	15.97385	4876068773950	16.74953	1694	772979	14.18494	1.00000	20.73326	17.51270	19.43857	edge	66.06314	99.32179	15.08094
53.87493	1080	5.70259	47.97441	39.12307	33.55146	17.16956	2019-10-29 02:57:53	0.45622	19.04443	800	15.20521	0865957455927	17.37439	1342	410991	17.13752	1.00000	17.62131	17.66547	17.32824	edge	44.99569	116.06267	16.37845
51.32016	1080	4.58530	46.22193	35.66118	43.90503	16.95418	2022-01-09 23:43:44	0.71502	17.86858	1280	14.42740	2087178676419	15.54634	854	697593	16.42036	0.00000	8.62495	16.50001	15.94942	chrome	66.70981	224.91189	9.67580
41.58527	1024	1.85939	48.48312	47.86505	6.60245	16.07187	2022-06-12 13:46:08	10.63008	17.44515	lower	16.23340	1275323372083	17.26607	1926	1475850	11.92395	0.00000	24.39107	15.83278	19.49634	chrome	60.15588	135.57618	18.51202
38.91194	768	2.96178	49.17459	65.41825	48.68571	16.52475	2021-06-17 21:36:19	1.20927	16.94918	1920	16.50913	7644467131766	17.55871	1421	186789	14.24215	0.00000	17.76033	15.91925	17.27890	edge	37.48433	111.67820	14.06850
68.38962	lower	0.41675	64.46626	56.24362	26.87495	14.68677	2020-10-11 02:51:49	5.18734	19.05246	800	14.74815	8992037473068	17.67199	433	1471530	15.84534	1.00000	19.49877	15.22985	17.01268	edge	54.01215	150.72582	17.45923
59.36405	1080	2.80666	66.93348	33.76394	40.68837	16.47209	2019-03-30 15:49:17	6.37463	16.67863	1280	14.21435	0496504885944	19.14124	1628	1030109	20.11043	1.00000	11.72180	16.09442	14.93770	chrome	67.67354	94.69468	14.96403
43.56953	lower	0.41460	21.00898	71.14096	57.09797	14.68161	2022-11-24 02:57:32	5.64831	17.30185	lower	17.38279	1212547767578	16.29404	1084	95505	16.86853	1.00000	15.00712	15.41153	17.08217	safari	70.05050	180.14563	13.40096
47.15554	1080	3.98873	38.27060	44.51659	59.10467	16.81689	2022-02-14 06:11:05	18.49032	15.87188	1024	13.22598	8038952472462	13.23756	588	1043950	14.13800	1.00000	12.62581	16.31201	17.07294	chrome	53.88255	243.86792	15.95832
60.53039	600	14.72316	46.54654	44.67789	33.47320	18.11114	2021-12-02 16:31:22	5.64753	17.61271	1366	14.58694	3347874862707	18.22622	2322	69924	17.90586	1.00000	14.39339	14.91630	17.51601	edge	55.32212	129.70546	14.78453
61.84278	lower	4.80918	58.80878	34.35613	52.03268	17.00121	2022-08-07 03:22:20	2.41991	15.62605	1280	13.57690	3894681704503	14.21986	458	430423	15.08687	1.00000	12.28916	15.35638	16.79039	mobile	61.94356	130.45447	15.64806
